CODGEO;POP18;Lits marchands 2018 (hors PtoP);Lits touristiques 2021 inc. PtoP;P18_RSECOCC;Lits marchands 2015 (hors PtoP);P15_RSECOCC;LIBGEO
22064;972;0;408.0;76.0;0;47.5046728971963;Gouarec
22065;1773;75;611.9358533791525;82.3871706758305;75;97.5555555555556;Goudelin
22067;2598;0;270.262180974478;39.4524361948956;0;33.9600278413046;Grâces
22068;439;0;124.709677419355;23.741935483871;0;31.0;Grâce-Uzel
22069;224;0;195.570515454504;30.7141030909008;0;34.0;Guenroc
22070;7561;120;1317.243089352285;209.648617870457;120;106.0;Guingamp
22071;720;310;763.0;82.0;310;80.6330749354005;Guitté
22072;417;0;167.0;27.0;0;22.2661290322581;Gurunhuel
22073;393;0;205.0;41.0;0;21.8995433789954;La Harmoye
22074;663;90;219.0;43.0;90;18.0471204188481;Le Haut-Corlay
22075;720;0;64.0;6.0;0;11.1486486486486;Hémonstoir
22076;1365;0;823.3874092009651;134.077481840193;0;107.002663349162;Hénanbihen
22077;1200;0;409.027303754266;59.8054607508532;0;58.5113736749117;Hénansal
22079;2282;0;459.0;73.0;0;82.0568499534016;Hénon
22081;4257;193;1215.60310734463;166.320621468926;193;176.860862819767;Hillion
22082;936;0;95.298592330629;16.8597184661258;0;18.0;Le Hinglé
22083;692;0;220.0;41.0;0;35.3544303797468;Illifaut
22084;2556;569;2293.339256555705;285.267851311141;569;268.494845360825;Jugon-les-Lacs - Commune nouvelle
22085;305;0;750.7279349135;121.7455869827;0;135.532646048109;Kerbors
22086;689;84;354.073910374463;42.8147820748926;150;41.4530386740331;Kerfot
22087;680;0;442.0;86.0;0;85.0293453724605;Kergrist-Moëlou
22088;255;0;180.0;36.0;0;34.0265446224256;Kerien
22090;1073;126;579.0;66.0;123;65.9710743801653;Kermaria-Sulard
22091;458;0;98.099173553719;15.6198347107438;0;18.4545454545454;Kermoroc'h
22092;273;0;306.71342607182;57.542685214364;0;83.0;Kerpert
22093;17216;434;4438.308134871265;613.661626974253;501;647.307834182847;Lamballe-Armor
22094;1596;1113;7959.153701475349;1228.63074029507;1131;1200.0;Lancieux
22095;196;0;138.717661691542;23.5435323383084;0;18.0;Landebaëron
22096;473;75;256.0;28.0;75;28.0;Landébia
22097;741;0;120.87962962962948;19.1759259259259;0;17.4469214437368;La Landec
22098;1453;0;194.0;32.0;0;27.6702127659574;Landéhen
22099;1115;0;119.0;23.0;0;26.1035856573705;Lanfains
22101;1169;0;566.4372469635625;84.4874493927125;0;76.5714285714286;Langoat
22103;980;0;557.5435490810745;81.5087098162149;0;87.0;Langrolay-sur-Rance
22104;552;0;273.4228187919465;51.6845637583893;0;43.2875874125874;Languédias
22105;1169;0;377.0;65.0;0;57.290780141844;Languenan
22106;8037;212;732.9175120128135;52.7835024025627;212;46.6312163857261;Langueux
22107;1302;0;1317.988700564975;213.197740112995;10;209.889674099379;Bon Repos sur Blavet
22108;124;0;58.3783783783784;9.67567567567568;0;9.0;Lanleff
22109;220;252;885.478260869565;114.495652173913;252;115.073180787467;Lanloup
22110;607;0;47.834024896265554;7.96680497925311;0;8.7037037037037;Lanmérin
22111;417;0;771.268292682925;125.853658536585;0;123.35652173913;Lanmodez
22112;443;0;217.0;40.0;0;38.3318777292576;Lannebert
22113;20975;2102;6539.702357167391;700.540471433478;2033;508.158583191534;Lannion
22114;862;0;492.0;92.0;0;96.5294117647059;Lanrelas
22115;466;0;432.3185840707965;75.6637168141593;0;71.6412091188478;Lanrivain
22116;1362;0;174.5448679169185;34.9089735833837;0;25.0;Lanrodec
22117;1722;360;875.2341772151899;73.246835443038;318;64.7477005677067;Lantic
22118;4287;104;1158.09539023277;145.219078046554;104;138.449811158968;Lanvallay
22119;604;0;683.54460431987;127.508920863974;0;125.498871331828;Lanvellec
22121;1812;60;426.5396825396825;64.5079365079365;60;60.7936297279363;Lanvollon
22122;749;0;512.9815950920245;96.1963190184049;0;97.9727846668511;Laurenan
22124;229;45;254.21671943313748;48.0433438866275;45;53.0;Lescouët-Gouarec
22126;161;0;25.36764705882355;5.07352941176471;0;5.36410256410256;Le Leslay
22127;1516;243;2093.19083969466;275.038167938932;243;263.607974407322;Lézardrieux
22128;424;0;511.0;97.0;0;114.700520833333;Locarn
22129;71;0;169.0;32.0;0;33.4689668847908;Loc-Envel
22131;866;0;543.149195153405;101.229839030681;0;182.043227665706;Loguivy-Plougras
22132;259;0;241.118226600985;43.423645320197;0;41.9399132414208;Lohuec
22133;636;0;183.0;32.0;0;27.5692771084337;Loscouët-sur-Meu
22134;3179;1026;2956.0;282.0;1070;246.479809976247;Louannec
22135;2376;0;588.0;107.0;192;114.674726989079;Louargat
22136;9985;524;1468.9211267605651;174.784225352113;519;148.976864124139;Loudéac
22137;1514;75;789.807914295345;135.361582859069;75;146.137089201878;Maël-Carhaix
22138;371;0;444.0;80.0;0;82.0;Maël-Pestivien
22139;89;0;106.1333333333335;17.2266666666667;0;15.3977011494253;Magoar
22140;612;0;55.214007782101;11.0428015564202;0;14.2738095238095;La Malhoure
22141;240;0;36.05050505050505;4.61010101010101;0;6.05454545454545;Mantallot
22143;1694;387;2038.0;260.0;348;270.722675367048;Matignon
22144;1332;0;135.0;16.0;0;15.2576335877863;La Méaugon
22145;834;0;544.6842105263161;91.1368421052632;0;91.6539729453223;Mégrit
22146;406;0;620.0;104.0;0;98.859649122807;Mellionnec
22147;3151;490;886.0;84.0;473;116.618682021753;Merdrignac
22148;235;0;318.0;60.0;0;57.7085427135678;Mérillac
22149;448;0;457.74631268436553;84.7492625368731;0;70.6852286466112;Merléac
22150;982;0;124.808988764045;24.161797752809;0;27.8259088581669;Le Merzer
22152;1301;107;629.0;83.0;107;68.6723868954758;Minihy-Tréguier
22153;847;18;255.8772644927535;44.1754528985507;18;55.0;Moncontour
22155;2163;0;487.0;92.0;0;79.0965323336457;La Motte
22156;665;0;168.0;29.0;0;25.5491329479769;Moustéru
22157;682;0;188.5;35.9;0;33.1468322981366;Le Moustoir
22158;2508;636;1929.702997275205;213.340599455041;636;208.39590443686;Guerlédan
22160;945;0;52.2886203956845;9.2577240791369;0;10.3324808184143;Noyal
22161;2863;168;458.69173701714;46.938347403428;165;28.1933998465081;Pabu
22162;7513;623;6268.50856929955;785.10171385991;636;761.075774418587;Paimpol
22163;719;0;388.4651029748285;73.8930205949657;0;74.0;Paule
22164;1872;0;501.125376128385;74.025075225677;0;73.3910117076262;Pédernec
22165;627;0;49.00612435095195;9.80122487019039;0;16.0;Penguily
22166;2581;731;6569.02165764265;1009.60433152853;725;1009.05344339254;Penvénan
22168;7261;4450;21413.0;2725.0;4043;2410.15825061143;Perros-Guirec
22169;175;0;122.0;22.0;0;22.7021857923497;Peumerit-Quintin
22170;1651;0;153.2135392904475;14.8427078580895;0;19.0;Plaine-Haute
22171;4484;0;324.7884221311475;51.7576844262295;0;46.6471074593701;Plaintel
22172;3050;314;1112.0171858217;136.80343716434;314;141.040550460882;Plancoët
22174;869;240;989.39175257732;142.878350515464;240;153.461994421199;Pléboulle
22175;1477;0;511.8441064638785;91.3688212927757;75;85.9662337056643;Plédéliac
22176;6863;0;462.8168058666575;67.3633611733315;0;69.3312757201646;Plédran
22177;1348;0;759.526170798895;128.705234159779;0;127.806260749914;Pléguien
22178;1355;30;857.67015706806;136.534031413612;32;126.055150397056;Pléhédel
22179;1611;3705;10973.96227401215;1242.59245480243;3707;1152.58255298177;Fréhel
22180;1936;0;417.27638902945046;66.8552778058901;0;66.6161825726141;Plélan-le-Petit
22181;658;0;1090.0;142.0;309;128.539722309218;Plélauff
22182;3321;285;868.0;127.0;285;96.379746835443;Plélo
22183;3796;72;1011.57377819549;169.714755639098;72;163.391902834008;Plémet
22184;1611;135;384.0;44.0;132;46.2751196172249;Plémy
22185;2498;0;581.20307048151;102.640614096302;0;99.1985018726592;Plénée-Jugon
22186;4207;1595;18913.7999528864;3027.15999057728;1609;2838.89836588282;Pléneuf-Val-André
22187;14642;623;4664.7877850788645;572.957557015773;495;539.648759881804;Plérin
22188;1079;136;77.47191011235955;6.09438202247191;0;4.89351851851852;Plerneuf
22189;608;0;229.2651321398125;43.6530264279625;0;55.0;Plésidy
22190;3774;57;1333.32988568318;200.465977136636;0;190.673304467987;Pleslin-Trigavou
22193;1635;0;174.0;33.0;0;29.8411097099622;Plestan
22194;3703;1365;6217.892215684586;838.578443136917;1687;815.0;Plestin-les-Grèves
22195;2355;567;5717.57469164002;839.714938328004;561;795.213586145527;Pleubian
22196;953;0;711.96694214876;120.793388429752;0;117.248829179913;Pleudaniel
22197;3018;134;1747.0;236.0;134;218.780551905387;Pleudihen-sur-Rance
22198;4046;2138;8962.0;1060.0;2162;978.377071823205;Pleumeur-Bodou
22199;1221;0;738.0;130.0;0;126.691678035471;Pleumeur-Gautier
22200;599;146;412.543046357616;46.7086092715232;146;44.0;Pléven
22201;781;494;2589.71456321773;366.342912643546;494;345.704336399474;Plévenon
22202;766;0;412.0;77.0;0;69.8050526120614;Plévin
22203;4165;72;870.2357420063449;137.247148401269;70;133.76551724138;Plœuc-L'Hermitage
22204;1260;0;771.0;133.0;0;135.241767973786;Ploëzal
22205;420;30;536.0;90.0;30;88.9120879120879;Plorec-sur-Arguenon
22206;3943;75;418.13201748067047;54.4264034961341;75;68.12220778929421;Châtelaudren-Plouagat
22207;2203;24;873.24124603626;148.048249207252;28;134.0;Plouaret
22208;1745;0;416.236031069907;76.6472062139814;0;65.7763300760044;Plouasne
22209;3672;102;2930.65625;448.93125;441;423.770640057806;Beaussais-sur-Mer
22210;3154;551;6126.0;937.0;553;913.536727555383;Ploubazlanec
22211;3753;0;876.515071639035;135.303014327807;0;138.0;Ploubezre
22212;1169;0;453.35636259371154;78.8712725187423;0;65.0;Plouëc-du-Trieux
22213;3646;38;2223.641093011035;349.128218602207;38;343.671105512007;Plouër-sur-Rance
22214;3209;1059;5771.0;854.0;984;788.933693138011;Plouézec
22215;11850;46;483.5756318490555;41.5151263698111;46;53.9929066458073;Ploufragan
22216;744;0;631.062717770035;122.212543554007;0;121.011515361515;Plougonver
22217;425;0;284.2847682119205;46.4569536423841;0;46.0509413067553;Plougras
22218;1202;811;4885.0;697.0;843;573.124332570557;Plougrescant
22219;2528;0;1058.55542945409;174.511085890818;0;171.0;Plouguenast-Langast
22220;1729;146;672.466502511825;101.293300502365;146;88.0;Plouguernével
22221;1784;0;1154.34045830926;194.868091661852;0;224.776429809359;Plouguiel
22222;4610;705;6686.5586521162495;1049.91173042325;705;938.777493606138;Plouha
22223;2233;24;227.904392197075;36.780878439415;24;39.0;Plouisy
22224;1665;0;773.10800744879;119.221601489758;16;105.586592178771;Ploulec'h
22225;5510;98;548.4754098360654;72.2950819672131;98;70.7330682326917;Ploumagoar
22226;2527;0;1547.58698539177;239.317397078354;0;220.572451720012;Ploumilliau
22227;773;0;445.1567865647325;76.2313573129465;0;63.7974683544304;Plounérin
22228;1490;0;616.55462184874;111.310924369748;0;169.0;Plounévez-Moëdec
22229;1106;0;499.3860944130125;80.0772188826025;0;88.8741159830269;Plounévez-Quintin
22231;321;0;627.013651877135;118.402730375427;0;113.112718884345;Plourac'h
22232;2029;0;1053.4935424354248;177.098708487085;0;174.17894162575;Plourhan
22233;2324;0;1004.602870355985;152.120574071197;0;143.257806244996;Plourivo
22234;1172;0;118.4030710172745;21.0806142034549;0;19.3622066822066;Plouvara
22235;239;0;257.6363636363635;41.7272727272727;0;40.8399321266968;Plouzélambre
22236;729;0;540.0892018779341;89.4178403755868;0;92.3792558696955;Pludual
22237;2255;75;803.9068627450999;104.18137254902;75;106.0;Pluduno
22238;545;0;473.0;85.0;0;82.6517462277862;Plufur
22239;1347;0;341.830517076666;57.3661034153332;0;65.7199367088608;Plumaudan
22240;1093;60;584.6489675516225;88.1297935103245;60;84.4798005552723;Plumaugat
22241;1049;0;346.8093315129255;67.7618663025851;0;61.0;Plumieux
22242;1554;765;3582.79604130809;427.159208261618;780;406.069647676649;Plurien
22243;550;0;277.313830198901;50.6627660397802;0;69.0;Plusquellec
22244;505;0;415.042857142857;71.6085714285714;0;68.9420289855072;Plussulien
22245;983;0;337.0;67.0;0;61.7426086956522;Pluzunet
22246;2105;0;124.10532150776052;19.0210643015521;0;19.3247863247863;Pommeret
22248;1819;0;466.64499734308697;75.5289994686174;0;82.0;Pommerit-le-Vicomte
22249;616;0;478.054726368159;92.8109452736318;0;85.0;Pont-Melvez
22250;1042;190;912.51945894467;127.503891788934;181;135.0;Pontrieux
22251;7433;911;2517.0;209.0;905;241.065693430657;Pordic
22254;1140;0;334.653572956782;49.1307145913564;0;51.0;Prat
22255;904;30;359.611439842209;62.1222879684418;30;74.2919132149901;La Prénessaye
22256;1101;90;913.0;143.0;92;121.69014084507;Quemper-Guézennec
22257;387;0;133.0;23.0;0;21.7842502696872;Quemperven
22258;4033;0;368.480632842335;58.696126568467;0;48.3985910194589;Quessoy
22259;3934;48;478.5081050866405;55.9016210173281;48;51.7380340520019;Quévert
22260;563;0;238.275261324042;47.6550522648084;0;45.2177883660909;Le Quillio
22261;376;0;59.4363636363635;10.2872727272727;0;13.0;Quintenic
22262;3051;91;364.0431472081215;46.4086294416243;97;44.0741840159386;Quintin
22263;322;0;89.4074074074075;13.4814814814815;0;20.0;Le Quiou
22264;3273;162;1242.137547591835;172.427509518367;162;182.9021934460888;La Roche-Jaudy
22265;1812;0;273.2696493349455;42.2539298669891;0;39.2745896581513;Rospez
22266;3398;259;982.3799249530948;162.075984990619;259;149.574089046055;Rostrenen
22267;397;0;297.82720588235304;45.1654411764706;0;46.1015384615385;Rouillac
22268;615;0;664.4488527408599;113.889770548172;0;116.0;Ruca
22269;252;0;202.0;35.0;0;30.3821656050955;Runan
22271;363;0;86.005154639175;13.201030927835;0;10.1745495495495;Saint-Adrien
22272;2333;72;263.4243323442135;32.2848664688427;72;28.8501769182298;Saint-Agathon
22273;2191;348;1608.17152658662;200.034305317324;348;201.709077828236;Saint-Alban
22274;364;0;50.06982872200265;7.61396574440053;0;17.0;Saint-André-des-Eaux
22275;1272;0;126.0;24.0;0;21.3134328358209;Saint-Barnabé
22276;268;0;46.50420168067225;6.10084033613445;0;7.47961165048544;Saint-Bihy
22277;2388;0;363.063760034978;61.4127520069956;0;55.3321829163072;Saint-Brandan
22278;45721;994;8629.186603999951;1255.83732079999;796;896.556000557358;Saint-Brieuc
22279;1154;0;262.3116784529945;42.2623356905989;0;28.0906148867314;Saint-Caradec
22280;1059;0;227.1402856224455;24.0280571244891;0;27.0;Saint-Carné
22281;1533;0;182.0;32.0;0;12.1699716713881;Saint-Carreuc
22282;3388;5063;25923.3671315492;3658.47342630984;5228;3538.28802720536;Saint-Cast-le-Guildo
22283;902;0;450.15149651496506;69.430299302993;0;79.4372693726937;Saint-Clet
22284;302;0;211.969696969697;40.3939393939394;0;37.0;Saint-Connan
22285;265;0;170.33333333333348;25.6666666666667;0;33.0;Saint-Connec
22286;487;0;154.6309012875535;19.3261802575107;0;24.4968553459119;Saint-Denoual
22287;1491;0;113.516717325228;17.1033434650456;0;15.2406959017128;Saint-Donan
22288;359;0;82.622222222222;14.1244444444444;0;13.1929208146268;Saint-Étienne-du-Gué-de-l'Isle
22289;214;0;90.689663347558;12.5379326695116;0;9.0;Saint-Fiacre
22291;268;0;49.18443113772455;8.83688622754491;0;17.1017964071856;Saint-Gildas
22293;434;0;143.0829335891695;25.4165867178339;0;26.0;Saint-Gilles-les-Bois
22294;306;0;334.0532319391635;62.0106463878327;0;65.2471482889734;Saint-Gilles-Pligeaux
22295;364;14;332.1089494163425;57.2217898832685;16;57.2021276595745;Saint-Gilles-Vieux-Marché
22296;645;0;143.69344042838;23.338688085676;0;36.2168674698795;Saint-Glen
22299;1540;0;448.1359957643145;66.4271991528629;0;79.0;Saint-Hélen
22300;411;0;137.863436123348;26.5726872246696;0;24.3333333333334;Saint-Hervé
22302;924;871;6198.843210802705;874.568642160541;871;848.733872308791;Saint-Jacut-de-la-Mer
22304;650;0;59.219123505976;11.0438247011952;0;11.7728758169935;Saint-Jean-Kerdaniel
22305;503;0;73.423868312757;13.8847736625514;0;14.5369815092454;Saint-Jouan-de-l'Isle
22306;573;0;141.43636363636352;24.0872727272727;0;24.9562130177514;Saint-Judoce
22307;2090;0;103.1688864224935;14.4337772844987;0;14.07769145394;Saint-Julien
22308;668;0;225.18299183741448;37.6365983674829;0;48.2608695652174;Saint-Juvat
22309;202;107;110.335154826958;14.8670309653916;0;14.2295081967213;Saint-Launeuc
22310;493;0;78.209923664122;11.0419847328244;0;11.1078431372549;Saint-Laurent
22311;901;0;548.0202429149795;95.0040485829959;0;90.0;Saint-Lormel
22312;236;0;91.16795865633074;8.03359173126615;0;17.0;Saint-Maden
22313;319;0;376.5930735930736;64.7186147186147;0;66.4352733686067;Saint-Martin-des-Prés
22314;409;0;78.843567906768;13.7687135813536;0;15.0;Saint-Maudan
22315;293;0;105.0;21.0;0;18.8489583333333;Saint-Maudez
22316;481;0;576.3483146067415;96.2696629213483;0;91.5049741345005;Saint-Mayeux
22317;260;0;109.6785714285715;19.1357142857143;0;18.7950937950938;Saint-Méloir-des-Bois
22318;319;0;160.0;23.0;0;28.3294117647059;Saint-Michel-de-Plélan
22319;472;0;1105.0;168.0;0;160.0;Saint-Michel-en-Grève
22320;172;0;131.065573770492;26.2131147540984;0;26.0722222222222;Saint-Nicodème
22321;1678;135;1178.14722966935;190.82944593387;180;178.0;Saint-Nicolas-du-Pélem
22322;397;0;95.0;15.0;0;27.81;Saint-Péver
22323;823;0;517.0;86.0;0;96.9756097560976;Saint-Pôtan
22324;1351;0;727.689419571568;73.9378839143136;0;55.4336399474376;Saint-Quay-Perros
22325;3280;624;12025.9085674071;1976.38171348142;624;1971.52237279468;Saint-Quay-Portrieux
22326;553;0;89.3512396694215;17.0702479338843;0;17.5666666666667;Saint-Rieul
22327;1640;444;764.0930232558139;51.4186046511628;441;49.661835409721;Saint-Samson-sur-Rance
22328;414;0;432.7301587301585;86.5460317460317;0;78.2412798321532;Saint-Servais
22330;421;0;122.933609958506;20.9867219917012;0;26.0;Saint-Thélo
22331;187;0;206.613526570048;40.9227053140096;0;47.0;Sainte-Tréphine
22332;542;0;136.8321226795805;21.3664245359161;0;26.0;Saint-Trimoël
22333;789;0;313.368577680525;56.673715536105;0;58.6345733041576;Saint-Vran
22334;138;0;219.5304850912325;28.9060970182465;0;35.0;Saint-Igeaux
22335;235;0;114.20202020202;20.040404040404;0;26.1575757575758;Senven-Léhart
22337;1122;0;532.238095238095;99.047619047619;0;110.0;Sévignac
22338;789;0;114.5801104972375;14.1160220994475;0;11.5742219492219;Squiffiec
22339;2580;872;1413.375478927203;78.4750957854406;875;74.8221846720636;Taden
22340;1215;0;392.57234726688097;64.5144694533762;0;62.7098586947644;Tonquédec
22341;703;0;160.33237822349548;31.2664756446991;0;29.2795661705319;Tramain
22342;435;0;178.7075471698115;30.1415094339623;0;31.7081447963801;Trébédan
22343;3744;1076;9645.59114139695;1336.91822827939;959;1284.46103946251;Trébeurden
22344;762;0;405.0694444444445;74.0138888888889;0;71.7562962962963;Trébrivan
22345;804;0;380.7683982683985;71.1536796536797;0;71.2887866619885;Trébry
22346;933;0;95.0;15.0;0;19.1788235294118;Trédaniel
22347;1086;0;877.53289920849;143.106579841698;0;121.183055975794;Trédarzec
22348;500;0;223.70833333333348;32.5416666666667;0;20.9278350515464;Trédias
22349;1482;753;3677.0;479.0;753;436.032786885246;Trédrez-Locquémeau
22350;198;0;330.0;55.0;0;55.0;Tréduder
22351;555;0;51.0;9.0;0;9.0;Treffrin
22352;274;0;71.0;13.0;0;12.9155844155844;Tréfumel
22353;2574;1249;10348.06633243345;1391.21326648669;1205;1312.47285802772;Trégastel
22354;1078;0;129.0;24.0;0;19.5588235294118;Tréglamus
22356;960;0;199.0;24.0;0;24.5034965034965;Trégomeur
22358;585;0;91.48148148148152;18.2962962962963;0;17.1304347826086;Trégonneau
22359;429;0;395.0;75.0;0;81.3339382940109;Trégrom
22360;8613;782;1131.5969589781976;42.3193917956395;782;46.0;Trégueux
22361;633;0;321.262910798122;48.6525821596244;0;57.0;Tréguidel
22362;2668;170;1164.0;155.0;290;183.560318432333;Tréguier
22363;1276;894;3001.00312174818;351.400624349636;924;328.921171076627;Trélévern
22364;2905;0;253.56386687797152;36.7127733755943;0;29.0;Trélivan
22365;204;0;60.0;12.0;0;17.0;Trémargat
22366;414;0;474.1472602739725;67.2294520547945;0;62.9042675893887;Trémel
22368;756;0;251.6984126984125;37.9396825396825;0;39.8914285714286;Tréméreuc
22369;795;24;300.938271604938;50.9876543209876;24;48.3988766565279;Trémeur
22370;353;0;289.21906052393854;50.2438121047877;0;38.5560975609756;Tréméven
22371;1168;0;104.8591065292095;20.1718213058419;0;21.7542760151456;Trémorel
22372;2144;0;143.7357357357355;15.1471471471471;0;7.0;Trémuson
22373;105;0;75.0;15.0;0;13.285461776403;Tréogan
22375;702;0;231.7190332326285;45.5438066465257;0;48.3589884551952;Tressignaux
22376;1711;20;229.658536585366;38.7317073170732;20;34.538642609778;Trévé
22377;816;120;1426.40412979351;197.480825958702;120;199.0;Tréveneuc
22378;223;0;198.442748091603;32.4885496183206;0;31.6304461942257;Trévérec
22379;1475;607;5174.464087019435;702.292817403887;634;611.624129930394;Trévou-Tréguignec
22380;700;0;258.05745257452554;37.2114905149051;0;44.0;Trévron
22381;362;0;127.0;23.0;0;22.5619542306534;Trézény
22383;238;0;156.0;30.0;0;27.0;Troguéry
22384;1071;16;323.172195892575;55.434439178515;16;50.0309466060643;Uzel
22385;1095;0;613.198203715044;86.2396407430088;0;91.0;La Vicomté-sur-Rance
22386;795;0;135.0;23.0;0;21.3214285714286;Le Vieux-Bourg
22387;1330;0;574.52458215228;108.704916430456;0;112.996188055909;Le Vieux-Marché
22388;1265;0;184.71875;33.34375;0;32.5975688912492;Vildé-Guingalan
22389;5104;144;575.6241906694435;47.3248381338887;144;44.405529953917;Yffiniac
22390;789;0;383.691415313225;58.538283062645;0;50.0192576487032;Yvias
22391;1163;0;590.28005284016;108.856010568032;0;159.0;Yvignac-la-Tour
29001;2161000;300;1521.36605657238;216.073211314476;382;211.565702230259;Argol
29002;1410;0;236.7366863905325;37.5473372781065;0;32.6752304779828;Arzano
29003;3758;1446;11026.45718733785;1669.49143746757;1362;1479.89342065185;Audierne
29004;5821;156;1180.13695090439;160.827390180878;156;215.830564784054;Bannalec
29005;1228;285;420.1069466102325;19.6213893220465;285;23.0;Baye
29006;3646;8094;21506.07431584235;2307.61486316847;8299;2196.28715692817;Bénodet
29007;938;0;1005.55813953488;187.511627906976;0;168.912539019261;Berrien
29008;1020;267;1366.12874251497;182.625748502994;294;173.164249650875;Beuzec-Cap-Sizun
29010;1662;0;95.8653846153845;18.1730769230769;0;16.1500398134456;Bodilis
29011;3601;0;73.3109978150036;9.26219956300072;0;8.0648679450312;Bohars
29012;198;0;261.6349206349205;51.5269841269841;0;45.0;Bolazec
29013;222;45;410.1758804258805;69.2351760851761;45;69.0;Botmeur
29014;436;0;268.3712367979469;50.8742473595894;0;65.0;Botsorhel
29015;3623;0;130.956196943973;17.3912393887946;0;14.0;Bourg-Blanc
29016;1037;36;1140.033942558745;206.806788511749;48;200.446146822589;Brasparts
29017;895;0;261.4166666666665;25.0833333333333;0;21.105;Brélès
29018;442;150;661.0;95.0;150;93.9893617021277;Brennilis
29019;142278;3650;21709.5768821096;2904.31537642192;3657;2386.01074574046;Brest
29020;5746;0;434.0;74.0;0;37.5614785992218;Briec
29021;1962;1684;7866.84376573251;973.968753146502;1803;959.532661969679;Plounéour-Brignogan-plages
29022;2559;1847;7873.476330711105;983.895266142221;2058;930.277896536981;Camaret-sur-Mer
29023;3276;1850;8748.183714002;1171.0367428004;1626;1136.0231721946;Carantec
29024;7776;289;1497.00553097345;209.60110619469;304;197.469964942068;Carhaix-Plouguer
29025;1590;0;622.5387205387206;96.1077441077441;0;94.855291795313;Cast
29026;5629;324;818.9003807545864;81.7800761509173;374;70.0269989615784;Châteaulin
29027;3765;310;1851.15029161059;288.030058322118;310;287.287882525118;Châteauneuf-du-Faou
29028;953;206;2021.617009792585;326.123401958517;206;326.82951653944;Cléden-Cap-Sizun
29029;1169;135;452.9960070463885;60.7992014092777;135;62.0;Cléden-Poher
29030;3848;1221;5707.680857393915;677.136171478783;1302;644.0;Cléder
29031;4543;3831;14038.67648489825;1609.33529697965;3936;1487.0;Clohars-Carnoët
29032;2118;834;2097.253765274225;137.650753054845;1083;135.230179028133;Clohars-Fouesnant
29033;537;0;284.08746132402047;53.0174922648041;0;72.0;Le Cloître-Pleyben
29034;665;45;409.0;60.0;45;58.3277525113699;Le Cloître-Saint-Thégonnec
29035;1125;0;53.22515775605;10.64503155121;0;15.0;Coat-Méal
29036;616;0;640.2025316455699;114.240506329114;0;109.07229254571;Collorec
29037;4261;708;7240.4346550716;1101.28693101432;838;1011.0;Combrit
29038;1043;150;1212.35439456809;191.470878913618;150;139.787878787879;Commana
29039;20354;3348;16983.234171194403;2066.84683423888;3359;1886.17335249467;Concarneau
29040;2806;1081;4774.424162550485;581.284832510097;1102;540.0;Le Conquet
29041;1924;0;231.6521739130435;43.1304347826087;0;39.0968765808477;Coray
29042;7635;4366;23952.0;3153.0;4331;2871.56108466753;Crozon
29043;1847;0;294.5006563785405;44.5001312757081;0;62.0;Daoulas
29044;2108;129;740.99107142857;106.398214285714;120;108.0;Dinéault
29045;2295;0;271.0;39.0;0;21.2110552763819;Dirinon
29046;14383;2773;13086.4403933139;1681.08807866278;3073;1515.9594800321;Douarnenez
29047;1890;0;51.0;6.0;0;13.4543010752688;Le Drennec
29048;2287;0;160.262016965127;24.4524033930254;0;24.2859980139027;Edern
29049;3448;0;636.0;114.0;105;101.996915484269;Elliant
29051;8513;130;514.0;54.0;132;62.2010398613518;Ergué-Gabéric
29053;1776;64;608.0203291384315;78.6040658276863;124;74.8799249530957;Le Faou
29054;658;69;917.333333333335;174.666666666667;69;174.870170717349;La Feuillée
29055;3289;0;136.282916948008;19.2565833896016;0;17.4042406333439;Le Folgoët
29056;1944;0;160.0;17.0;0;16.348271446863;La Forest-Landerneau
29057;3521;4561;8837.0;662.0;4725;703.8295696634;La Forêt-Fouesnant
29058;10143;9349;25653.134721411698;2627.22694428234;9330;2559.0;Fouesnant
29059;1083;0;129.59939984996248;14.5198799699925;0;20.169133192389;Garlan
29060;2857;447;1422.406450551885;163.681290110377;480;149.801002147459;Gouesnach
29061;6299;444;601.466716810831;10.2933433621662;444;9.07871262399201;Gouesnou
29062;1132;0;311.43778801843297;57.0875576036866;0;54.4493150684931;Gouézec
29063;439;129;678.724358974359;85.5448717948718;129;87.4309563892897;Goulien
29064;449;0;453.0;55.0;0;44.7453874538745;Goulven
29065;916;0;35.3409090909091;5.06818181818182;0;4.83565062388592;Gourlizon
29066;1835;0;131.230788238201;23.6461576476402;0;24.2151088348271;Guengat
29067;1355;28;443.1599026691225;72.4319805338245;42;111.251986379115;Guerlesquin
29068;2545;0;273.0;43.0;0;39.656914893617;Guiclan
29069;8145;0;122.07561728395048;17.2151234567901;0;15.3402901166671;Guilers
29070;536;0;90.0;10.0;0;21.4007633587786;Guiler-sur-Goyen
29071;782;120;272.5555555555555;47.1111111111111;120;47.3651922438724;Guilligomarc'h
29072;2718;362;7122.01042296215;1110.20208459243;362;950.0;Guilvinec
29073;976;0;1075.45390070922;173.490780141844;0;172.00183582481;Guimaëc
29074;1024;0;164.4368932038835;28.8873786407767;0;29.2543859649123;Guimiliau
29075;15194;18;392.409318684896;55.4818637369792;128;51.0223922478765;Guipavas
29076;4586;306;401.0;8.0;306;58.1547691606222;Milizac-Guipronvel
29077;2046;502;3138.335305966435;420.067061193287;307;418.0;Guissény
